Name,Level,KillCount,Type,Date,Item,Drop_ID,Drop_Quantity,Drop_Price
Vorkath,732,12,NPC,4/22/2024 22:15,Rune longsword,1303,1,18290
Vorkath,732,12,NPC,4/22/2024 22:15,Rune longsword,1303,1,18290
Vorkath,732,12,NPC,4/22/2024 22:15,Rune longsword,1303,1,18290
Vorkath,732,12,NPC,4/22/2024 22:15,Coins,995,60144,1
Vorkath,732,13,NPC,4/23/2024 19:09,Superior dragon bones,22124,1,10069
Vorkath,732,13,NPC,4/23/2024 19:09,Superior dragon bones,22124,1,10069
Vorkath,732,13,NPC,4/23/2024 19:09,Blue dragonhide,1751,1,1464
Vorkath,732,13,NPC,4/23/2024 19:09,Blue dragonhide,1751,1,1464
Vorkath,732,13,NPC,4/23/2024 19:09,Dragonstone,1616,2,11071
Vorkath,732,13,NPC,4/23/2024 19:09,Wrath rune,21880,36,251
Vorkath,732,14,NPC,4/23/2024 19:16,Superior dragon bones,22124,1,10069
Vorkath,732,14,NPC,4/23/2024 19:16,Superior dragon bones,22124,1,10069
Vorkath,732,14,NPC,4/23/2024 19:16,Blue dragonhide,1751,1,1464
Vorkath,732,14,NPC,4/23/2024 19:16,Blue dragonhide,1751,1,1464
Vorkath,732,14,NPC,4/23/2024 19:16,Torstol seed,5304,1,5381
Vorkath,732,14,NPC,4/23/2024 19:16,Adamantite ore,450,23,1031
Vorkath,732,15,NPC,4/23/2024 19:19,Superior dragon bones,22124,1,10069
Vorkath,732,15,NPC,4/23/2024 19:19,Superior dragon bones,22124,1,10069
Vorkath,732,15,NPC,4/23/2024 19:19,Blue dragonhide,1751,1,1464
Vorkath,732,15,NPC,4/23/2024 19:19,Blue dragonhide,1751,1,1464
Vorkath,732,15,NPC,4/23/2024 19:19,Chaos rune,562,696,80
Vorkath,732,15,NPC,4/23/2024 19:19,Blue dragonhide,1752,30,1464
Vorkath,732,16,NPC,4/23/2024 19:22,Superior dragon bones,22124,1,10069
Vorkath,732,16,NPC,4/23/2024 19:22,Superior dragon bones,22124,1,10069
Vorkath,732,16,NPC,4/23/2024 19:22,Blue dragonhide,1751,1,1464
Vorkath,732,16,NPC,4/23/2024 19:22,Blue dragonhide,1751,1,1464
Vorkath,732,16,NPC,4/23/2024 19:22,Adamantite ore,450,17,1031
Vorkath,732,16,NPC,4/23/2024 19:22,Rune longsword,1303,1,18361
Vorkath,732,16,NPC,4/23/2024 19:22,Rune longsword,1303,1,18361
Vorkath,732,17,NPC,4/23/2024 19:27,Superior dragon bones,22124,1,10069
Vorkath,732,17,NPC,4/23/2024 19:27,Superior dragon bones,22124,1,10069
Vorkath,732,17,NPC,4/23/2024 19:27,Blue dragonhide,1751,1,1464
Vorkath,732,17,NPC,4/23/2024 19:27,Blue dragonhide,1751,1,1464
Vorkath,732,17,NPC,4/23/2024 19:27,Black dragonhide,1748,24,2773
Vorkath,732,17,NPC,4/23/2024 19:27,Death rune,560,424,129
Vorkath,732,18,NPC,4/23/2024 19:30,Superior dragon bones,22124,1,10069
Vorkath,732,18,NPC,4/23/2024 19:30,Superior dragon bones,22124,1,10069
Vorkath,732,18,NPC,4/23/2024 19:30,Blue dragonhide,1751,1,1464
Vorkath,732,18,NPC,4/23/2024 19:30,Blue dragonhide,1751,1,1464
Vorkath,732,18,NPC,4/23/2024 19:30,Dragonstone,1616,3,11071
Vorkath,732,18,NPC,4/23/2024 19:30,Green dragonhide,1754,29,1223
Vorkath,732,19,NPC,4/23/2024 19:34,Superior dragon bones,22124,1,10065
Vorkath,732,19,NPC,4/23/2024 19:34,Superior dragon bones,22124,1,10065
Vorkath,732,19,NPC,4/23/2024 19:34,Blue dragonhide,1751,1,1483
Vorkath,732,19,NPC,4/23/2024 19:34,Blue dragonhide,1751,1,1483
Vorkath,732,19,NPC,4/23/2024 19:34,Black dragonhide,1748,25,2732
Vorkath,732,19,NPC,4/23/2024 19:34,Rune dart tip,824,99,520
Vorkath,732,20,NPC,4/23/2024 19:39,Superior dragon bones,22124,1,10065
Vorkath,732,20,NPC,4/23/2024 19:39,Superior dragon bones,22124,1,10065
Vorkath,732,20,NPC,4/23/2024 19:39,Blue dragonhide,1751,1,1483
Vorkath,732,20,NPC,4/23/2024 19:39,Blue dragonhide,1751,1,1483
Vorkath,732,20,NPC,4/23/2024 19:39,Red dragonhide,1750,20,2022
Vorkath,732,20,NPC,4/23/2024 19:39,Dragon arrowtips,11237,26,1240
Vorkath,732,21,NPC,4/23/2024 19:43,Superior dragon bones,22124,1,10065
Vorkath,732,21,NPC,4/23/2024 19:43,Superior dragon bones,22124,1,10065
Vorkath,732,21,NPC,4/23/2024 19:43,Blue dragonhide,1751,1,1483
Vorkath,732,21,NPC,4/23/2024 19:43,Blue dragonhide,1751,1,1483
Vorkath,732,21,NPC,4/23/2024 19:43,Runite bar,2363,1,12397
Vorkath,732,21,NPC,4/23/2024 19:43,Coins,995,44733,1
Vorkath,732,22,NPC,4/23/2024 23:02,Superior dragon bones,22124,1,10066
Vorkath,732,22,NPC,4/23/2024 23:02,Superior dragon bones,22124,1,10066
Vorkath,732,22,NPC,4/23/2024 23:02,Blue dragonhide,1751,1,1478
Vorkath,732,22,NPC,4/23/2024 23:02,Blue dragonhide,1751,1,1478
Vorkath,732,22,NPC,4/23/2024 23:02,Battlestaff,1392,11,7905
Vorkath,732,22,NPC,4/23/2024 23:02,Dragonstone bolt tips,9193,24,583
Vorkath,732,23,NPC,4/23/2024 23:06,Superior dragon bones,22124,1,10066
Vorkath,732,23,NPC,4/23/2024 23:06,Superior dragon bones,22124,1,10066
Vorkath,732,23,NPC,4/23/2024 23:06,Blue dragonhide,1751,1,1478
Vorkath,732,23,NPC,4/23/2024 23:06,Blue dragonhide,1751,1,1478
Vorkath,732,23,NPC,4/23/2024 23:06,Dragon battleaxe,1377,1,119403
Vorkath,732,23,NPC,4/23/2024 23:06,Black dragonhide,1748,22,2801
Vorkath,732,24,NPC,4/23/2024 23:09,Superior dragon bones,22124,1,10066
Vorkath,732,24,NPC,4/23/2024 23:09,Superior dragon bones,22124,1,10066
Vorkath,732,24,NPC,4/23/2024 23:09,Blue dragonhide,1751,1,1478
Vorkath,732,24,NPC,4/23/2024 23:09,Blue dragonhide,1751,1,1478
Vorkath,732,24,NPC,4/23/2024 23:09,Wrath rune,21880,47,245
Vorkath,732,24,NPC,4/23/2024 23:09,Dragon bones,537,19,3324
Vorkath,732,25,NPC,4/24/2024 19:14,Superior dragon bones,22124,1,9900
Vorkath,732,25,NPC,4/24/2024 19:14,Superior dragon bones,22124,1,9900
Vorkath,732,25,NPC,4/24/2024 19:14,Blue dragonhide,1751,1,1500
Vorkath,732,25,NPC,4/24/2024 19:14,Blue dragonhide,1751,1,1500
Vorkath,732,25,NPC,4/24/2024 19:14,Rune longsword,1303,1,18378
Vorkath,732,25,NPC,4/24/2024 19:14,Rune longsword,1303,1,18378
Vorkath,732,25,NPC,4/24/2024 19:14,Wrath rune,21880,42,244
Vorkath,732,26,NPC,4/24/2024 19:36,Superior dragon bones,22124,1,9975
Vorkath,732,26,NPC,4/24/2024 19:36,Superior dragon bones,22124,1,9975
Vorkath,732,26,NPC,4/24/2024 19:36,Blue dragonhide,1751,1,1499
Vorkath,732,26,NPC,4/24/2024 19:36,Blue dragonhide,1751,1,1499
Vorkath,732,26,NPC,4/24/2024 19:36,Death rune,560,472,127
Vorkath,732,26,NPC,4/24/2024 19:36,Blue dragonhide,1752,25,1499
Vorkath,732,27,NPC,4/24/2024 19:39,Superior dragon bones,22124,1,9975
Vorkath,732,27,NPC,4/24/2024 19:39,Superior dragon bones,22124,1,9975
Vorkath,732,27,NPC,4/24/2024 19:39,Blue dragonhide,1751,1,1499
Vorkath,732,27,NPC,4/24/2024 19:39,Blue dragonhide,1751,1,1499
Vorkath,732,27,NPC,4/24/2024 19:39,Onyx bolt tips,9194,10,8374
Vorkath,732,27,NPC,4/24/2024 19:39,Grapes,1988,295,9
Vorkath,732,28,NPC,4/24/2024 19:48,Superior dragon bones,22124,1,9975
Vorkath,732,28,NPC,4/24/2024 19:48,Superior dragon bones,22124,1,9975
Vorkath,732,28,NPC,4/24/2024 19:48,Blue dragonhide,1751,1,1499
Vorkath,732,28,NPC,4/24/2024 19:48,Blue dragonhide,1751,1,1499
Vorkath,732,28,NPC,4/24/2024 19:48,Onyx bolt tips,9194,7,8374
Vorkath,732,28,NPC,4/24/2024 19:48,Chaos rune,562,786,78
Vorkath,732,29,NPC,4/24/2024 19:56,Superior dragon bones,22124,1,9975
Vorkath,732,29,NPC,4/24/2024 19:56,Superior dragon bones,22124,1,9975
Vorkath,732,29,NPC,4/24/2024 19:56,Blue dragonhide,1751,1,1499
Vorkath,732,29,NPC,4/24/2024 19:56,Blue dragonhide,1751,1,1499
Vorkath,732,29,NPC,4/24/2024 19:56,Red dragonhide,1750,22,1985
Vorkath,732,29,NPC,4/24/2024 19:56,Black dragonhide,1748,23,2788
Vorkath,732,30,NPC,4/24/2024 20:08,Superior dragon bones,22124,1,10000
Vorkath,732,30,NPC,4/24/2024 20:08,Superior dragon bones,22124,1,10000
Vorkath,732,30,NPC,4/24/2024 20:08,Blue dragonhide,1751,1,1535
Vorkath,732,30,NPC,4/24/2024 20:08,Blue dragonhide,1751,1,1535
Vorkath,732,30,NPC,4/24/2024 20:08,Magic logs,1514,50,972
Vorkath,732,30,NPC,4/24/2024 20:08,Adamantite ore,450,21,1006
Vorkath,732,31,NPC,4/24/2024 20:11,Superior dragon bones,22124,1,10000
Vorkath,732,31,NPC,4/24/2024 20:11,Superior dragon bones,22124,1,10000
Vorkath,732,31,NPC,4/24/2024 20:11,Blue dragonhide,1751,1,1535
Vorkath,732,31,NPC,4/24/2024 20:11,Blue dragonhide,1751,1,1535
Vorkath,732,31,NPC,4/24/2024 20:11,Rune kiteshield,1201,1,31731
Vorkath,732,31,NPC,4/24/2024 20:11,Rune kiteshield,1201,1,31731
Vorkath,732,31,NPC,4/24/2024 20:11,Dragon plateskirt,4585,1,161874
Vorkath,732,32,NPC,4/24/2024 20:17,Superior dragon bones,22124,1,10000
Vorkath,732,32,NPC,4/24/2024 20:17,Superior dragon bones,22124,1,10000
Vorkath,732,32,NPC,4/24/2024 20:17,Blue dragonhide,1751,1,1535
Vorkath,732,32,NPC,4/24/2024 20:17,Blue dragonhide,1751,1,1535
Vorkath,732,32,NPC,4/24/2024 20:17,Diamond,1602,14,1613
Vorkath,732,32,NPC,4/24/2024 20:17,Red dragonhide,1750,23,1987
Vorkath,732,33,NPC,4/24/2024 20:26,Superior dragon bones,22124,1,10000
Vorkath,732,33,NPC,4/24/2024 20:26,Superior dragon bones,22124,1,10000
Vorkath,732,33,NPC,4/24/2024 20:26,Blue dragonhide,1751,1,1535
Vorkath,732,33,NPC,4/24/2024 20:26,Blue dragonhide,1751,1,1535
Vorkath,732,33,NPC,4/24/2024 20:26,Red dragonhide,1750,21,1987
Vorkath,732,33,NPC,4/24/2024 20:26,Red dragonhide,1750,23,1987
Vorkath,732,34,NPC,4/24/2024 20:29,Superior dragon bones,22124,1,10000
Vorkath,732,34,NPC,4/24/2024 20:29,Superior dragon bones,22124,1,10000
Vorkath,732,34,NPC,4/24/2024 20:29,Blue dragonhide,1751,1,1535
Vorkath,732,34,NPC,4/24/2024 20:29,Blue dragonhide,1751,1,1535
Vorkath,732,34,NPC,4/24/2024 20:29,Diamond,1602,12,1613
Vorkath,732,34,NPC,4/24/2024 20:29,Battlestaff,1392,8,7909
Vorkath,732,35,NPC,4/24/2024 20:31,Superior dragon bones,22124,1,10000
Vorkath,732,35,NPC,4/24/2024 20:31,Superior dragon bones,22124,1,10000
Vorkath,732,35,NPC,4/24/2024 20:31,Blue dragonhide,1751,1,1535
Vorkath,732,35,NPC,4/24/2024 20:31,Blue dragonhide,1751,1,1535
Vorkath,732,35,NPC,4/24/2024 20:31,Magic seed,5316,1,71851
Vorkath,732,35,NPC,4/24/2024 20:31,Wrath rune,21880,60,246
Vorkath,732,36,NPC,4/24/2024 20:37,Superior dragon bones,22124,1,9948
Vorkath,732,36,NPC,4/24/2024 20:37,Superior dragon bones,22124,1,9948
Vorkath,732,36,NPC,4/24/2024 20:37,Blue dragonhide,1751,1,1500
Vorkath,732,36,NPC,4/24/2024 20:37,Blue dragonhide,1751,1,1500
Vorkath,732,36,NPC,4/24/2024 20:37,Dragonstone bolt tips,9193,16,593
Vorkath,732,36,NPC,4/24/2024 20:37,Green dragonhide,1754,26,1210
Vorkath,732,37,NPC,4/24/2024 20:40,Superior dragon bones,22124,1,9948
Vorkath,732,37,NPC,4/24/2024 20:40,Superior dragon bones,22124,1,9948
Vorkath,732,37,NPC,4/24/2024 20:40,Blue dragonhide,1751,1,1500
Vorkath,732,37,NPC,4/24/2024 20:40,Blue dragonhide,1751,1,1500
Vorkath,732,37,NPC,4/24/2024 20:40,Rune kiteshield,1201,1,31724
Vorkath,732,37,NPC,4/24/2024 20:40,Rune kiteshield,1201,1,31724
Vorkath,732,37,NPC,4/24/2024 20:40,Rune kiteshield,1201,1,31724
Vorkath,732,37,NPC,4/24/2024 20:40,Red dragonhide,1750,22,1980
Vorkath,732,38,NPC,4/24/2024 20:42,Superior dragon bones,22124,1,9948
Vorkath,732,38,NPC,4/24/2024 20:42,Superior dragon bones,22124,1,9948
Vorkath,732,38,NPC,4/24/2024 20:42,Blue dragonhide,1751,1,1500
Vorkath,732,38,NPC,4/24/2024 20:42,Blue dragonhide,1751,1,1500
Vorkath,732,38,NPC,4/24/2024 20:42,Death rune,560,308,127
Vorkath,732,38,NPC,4/24/2024 20:42,Papaya tree seed,5288,1,341
Vorkath,732,39,NPC,4/24/2024 20:56,Superior dragon bones,22124,1,9948
Vorkath,732,39,NPC,4/24/2024 20:56,Superior dragon bones,22124,1,9948
Vorkath,732,39,NPC,4/24/2024 20:56,Blue dragonhide,1751,1,1500
Vorkath,732,39,NPC,4/24/2024 20:56,Blue dragonhide,1751,1,1500
Vorkath,732,39,NPC,4/24/2024 20:56,Red dragonhide,1750,24,1980
Vorkath,732,39,NPC,4/24/2024 20:56,Dragon bolts (unf),21930,91,616
Vorkath,732,40,NPC,4/24/2024 20:59,Superior dragon bones,22124,1,9948
Vorkath,732,40,NPC,4/24/2024 20:59,Superior dragon bones,22124,1,9948
Vorkath,732,40,NPC,4/24/2024 20:59,Blue dragonhide,1751,1,1500
Vorkath,732,40,NPC,4/24/2024 20:59,Blue dragonhide,1751,1,1500
Vorkath,732,40,NPC,4/24/2024 20:59,Onyx bolt tips,9194,7,8335
Vorkath,732,40,NPC,4/24/2024 20:59,Black dragonhide,1748,25,2812
Vorkath,732,41,NPC,4/24/2024 21:01,Superior dragon bones,22124,1,9948
Vorkath,732,41,NPC,4/24/2024 21:01,Superior dragon bones,22124,1,9948
Vorkath,732,41,NPC,4/24/2024 21:01,Blue dragonhide,1751,1,1500
Vorkath,732,41,NPC,4/24/2024 21:01,Blue dragonhide,1751,1,1500
Vorkath,732,41,NPC,4/24/2024 21:01,Red dragonhide,1750,22,1980
Vorkath,732,41,NPC,4/24/2024 21:01,Blue dragonhide,1752,26,1500
Vorkath,732,42,NPC,4/24/2024 21:10,Superior dragon bones,22124,1,9940
Vorkath,732,42,NPC,4/24/2024 21:10,Superior dragon bones,22124,1,9940
Vorkath,732,42,NPC,4/24/2024 21:10,Blue dragonhide,1751,1,1533
Vorkath,732,42,NPC,4/24/2024 21:10,Blue dragonhide,1751,1,1533
Vorkath,732,42,NPC,4/24/2024 21:10,Red dragonhide,1750,22,1974
Vorkath,732,42,NPC,4/24/2024 21:10,Green dragonhide,1754,28,1226
Vorkath,732,43,NPC,4/24/2024 21:13,Superior dragon bones,22124,1,9940
Vorkath,732,43,NPC,4/24/2024 21:13,Superior dragon bones,22124,1,9940
Vorkath,732,43,NPC,4/24/2024 21:13,Blue dragonhide,1751,1,1533
Vorkath,732,43,NPC,4/24/2024 21:13,Blue dragonhide,1751,1,1533
Vorkath,732,43,NPC,4/24/2024 21:13,Palm tree seed,5289,1,18990
Vorkath,732,43,NPC,4/24/2024 21:13,Dragon dart tip,11232,36,1287
Vorkath,732,44,NPC,4/24/2024 21:16,Superior dragon bones,22124,1,9940
Vorkath,732,44,NPC,4/24/2024 21:16,Superior dragon bones,22124,1,9940
Vorkath,732,44,NPC,4/24/2024 21:16,Blue dragonhide,1751,1,1533
Vorkath,732,44,NPC,4/24/2024 21:16,Blue dragonhide,1751,1,1533
Vorkath,732,44,NPC,4/24/2024 21:16,Dragonstone bolt tips,9193,22,588
Vorkath,732,44,NPC,4/24/2024 21:16,Black dragonhide,1748,25,2796
Vorkath,732,45,NPC,4/24/2024 21:21,Superior dragon bones,22124,1,9940
Vorkath,732,45,NPC,4/24/2024 21:21,Superior dragon bones,22124,1,9940
Vorkath,732,45,NPC,4/24/2024 21:21,Blue dragonhide,1751,1,1533
Vorkath,732,45,NPC,4/24/2024 21:21,Blue dragonhide,1751,1,1533
Vorkath,732,45,NPC,4/24/2024 21:21,Rune longsword,1303,1,18449
Vorkath,732,45,NPC,4/24/2024 21:21,Rune longsword,1303,1,18449
Vorkath,732,45,NPC,4/24/2024 21:21,Rune longsword,1303,1,18449
Vorkath,732,45,NPC,4/24/2024 21:21,Coins,995,53282,1
Vorkath,732,46,NPC,4/24/2024 21:23,Superior dragon bones,22124,1,9940
Vorkath,732,46,NPC,4/24/2024 21:23,Superior dragon bones,22124,1,9940
Vorkath,732,46,NPC,4/24/2024 21:23,Blue dragonhide,1751,1,1533
Vorkath,732,46,NPC,4/24/2024 21:23,Blue dragonhide,1751,1,1533
Vorkath,732,46,NPC,4/24/2024 21:23,Scaly blue dragonhide,27897,1,354
Vorkath,732,46,NPC,4/24/2024 21:23,Diamond bolt tips,9192,30,157
Vorkath,732,46,NPC,4/24/2024 21:23,Coins,995,79321,1
Vorkath,732,47,NPC,4/24/2024 21:26,Superior dragon bones,22124,1,9940
Vorkath,732,47,NPC,4/24/2024 21:26,Superior dragon bones,22124,1,9940
Vorkath,732,47,NPC,4/24/2024 21:26,Blue dragonhide,1751,1,1533
Vorkath,732,47,NPC,4/24/2024 21:26,Blue dragonhide,1751,1,1533
Vorkath,732,47,NPC,4/24/2024 21:26,Rune longsword,1303,1,18449
Vorkath,732,47,NPC,4/24/2024 21:26,Rune longsword,1303,1,18449
Vorkath,732,47,NPC,4/24/2024 21:26,Rune kiteshield,1201,1,32166
Vorkath,732,47,NPC,4/24/2024 21:26,Rune kiteshield,1201,1,32166
Vorkath,732,47,NPC,4/24/2024 21:26,Rune kiteshield,1201,1,32166
Vorkath,732,48,NPC,4/24/2024 21:30,Superior dragon bones,22124,1,9940
Vorkath,732,48,NPC,4/24/2024 21:30,Superior dragon bones,22124,1,9940
Vorkath,732,48,NPC,4/24/2024 21:30,Blue dragonhide,1751,1,1533
Vorkath,732,48,NPC,4/24/2024 21:30,Blue dragonhide,1751,1,1533
Vorkath,732,48,NPC,4/24/2024 21:30,Dragon platelegs,4087,1,162169
Vorkath,732,48,NPC,4/24/2024 21:30,Black dragonhide,1748,21,2796
Vorkath,732,49,NPC,4/24/2024 21:33,Superior dragon bones,22124,1,10015
Vorkath,732,49,NPC,4/24/2024 21:33,Superior dragon bones,22124,1,10015
Vorkath,732,49,NPC,4/24/2024 21:33,Blue dragonhide,1751,1,1514
Vorkath,732,49,NPC,4/24/2024 21:33,Blue dragonhide,1751,1,1514
Vorkath,732,49,NPC,4/24/2024 21:33,Dragonstone bolt tips,9193,22,579
Vorkath,732,49,NPC,4/24/2024 21:33,Tooth half of key,985,1,10112
Vorkath,732,50,NPC,4/24/2024 21:36,Superior dragon bones,22124,1,10015
Vorkath,732,50,NPC,4/24/2024 21:36,Superior dragon bones,22124,1,10015
Vorkath,732,50,NPC,4/24/2024 21:36,Vorkath's head,21907,1,0
Vorkath,732,50,NPC,4/24/2024 21:36,Blue dragonhide,1751,1,1514
Vorkath,732,50,NPC,4/24/2024 21:36,Blue dragonhide,1751,1,1514
Vorkath,732,50,NPC,4/24/2024 21:36,Adamantite ore,450,17,1016
Vorkath,732,50,NPC,4/24/2024 21:36,Dragon arrowtips,11237,49,1230
Vorkath,732,51,NPC,4/25/2024 1:09,Superior dragon bones,22124,1,10016
Vorkath,732,51,NPC,4/25/2024 1:09,Superior dragon bones,22124,1,10016
Vorkath,732,51,NPC,4/25/2024 1:09,Blue dragonhide,1751,1,1533
Vorkath,732,51,NPC,4/25/2024 1:09,Blue dragonhide,1751,1,1533
Vorkath,732,51,NPC,4/25/2024 1:09,Dragon bolts (unf),21930,62,614
Vorkath,732,51,NPC,4/25/2024 1:09,Dragon bolts (unf),21930,70,614
Vorkath,732,52,NPC,4/25/2024 1:12,Superior dragon bones,22124,1,10016
Vorkath,732,52,NPC,4/25/2024 1:12,Superior dragon bones,22124,1,10016
Vorkath,732,52,NPC,4/25/2024 1:12,Blue dragonhide,1751,1,1533
Vorkath,732,52,NPC,4/25/2024 1:12,Blue dragonhide,1751,1,1533
Vorkath,732,52,NPC,4/25/2024 1:12,Dragon bolts (unf),21930,69,614
Vorkath,732,52,NPC,4/25/2024 1:12,Dragon bolts (unf),21930,59,614
Vorkath,732,53,NPC,4/25/2024 1:14,Superior dragon bones,22124,1,10016
Vorkath,732,53,NPC,4/25/2024 1:14,Superior dragon bones,22124,1,10016
Vorkath,732,53,NPC,4/25/2024 1:14,Blue dragonhide,1751,1,1533
Vorkath,732,53,NPC,4/25/2024 1:14,Blue dragonhide,1751,1,1533
Vorkath,732,53,NPC,4/25/2024 1:14,Adamantite ore,450,24,1004
Vorkath,732,53,NPC,4/25/2024 1:14,Onyx bolt tips,9194,6,8297
Vorkath,732,54,NPC,4/25/2024 1:19,Superior dragon bones,22124,1,10016
Vorkath,732,54,NPC,4/25/2024 1:19,Superior dragon bones,22124,1,10016
Vorkath,732,54,NPC,4/25/2024 1:19,Blue dragonhide,1751,1,1533
Vorkath,732,54,NPC,4/25/2024 1:19,Blue dragonhide,1751,1,1533
Vorkath,732,54,NPC,4/25/2024 1:19,Red dragonhide,1750,22,2001
Vorkath,732,54,NPC,4/25/2024 1:19,Blue dragonhide,1752,30,1533
Vorkath,732,55,NPC,4/25/2024 1:21,Superior dragon bones,22124,1,10016
Vorkath,732,55,NPC,4/25/2024 1:21,Superior dragon bones,22124,1,10016
Vorkath,732,55,NPC,4/25/2024 1:21,Blue dragonhide,1751,1,1533
Vorkath,732,55,NPC,4/25/2024 1:21,Blue dragonhide,1751,1,1533
Vorkath,732,55,NPC,4/25/2024 1:21,Emerald bolt tips,9190,26,55
Vorkath,732,55,NPC,4/25/2024 1:21,Rune longsword,1303,1,18635
Vorkath,732,55,NPC,4/25/2024 1:21,Rune longsword,1303,1,18635
Vorkath,732,55,NPC,4/25/2024 1:21,Rune longsword,1303,1,18635
Vorkath,732,56,NPC,4/25/2024 1:25,Superior dragon bones,22124,1,10016
Vorkath,732,56,NPC,4/25/2024 1:25,Superior dragon bones,22124,1,10016
Vorkath,732,56,NPC,4/25/2024 1:25,Blue dragonhide,1751,1,1533
Vorkath,732,56,NPC,4/25/2024 1:25,Blue dragonhide,1751,1,1533
Vorkath,732,56,NPC,4/25/2024 1:25,Green dragonhide,1754,25,1222
Vorkath,732,56,NPC,4/25/2024 1:25,Dragonstone,1616,2,11062
Vorkath,732,57,NPC,4/25/2024 1:27,Superior dragon bones,22124,1,10016
Vorkath,732,57,NPC,4/25/2024 1:27,Superior dragon bones,22124,1,10016
Vorkath,732,57,NPC,4/25/2024 1:27,Blue dragonhide,1751,1,1533
Vorkath,732,57,NPC,4/25/2024 1:27,Blue dragonhide,1751,1,1533
Vorkath,732,57,NPC,4/25/2024 1:27,Chaos rune,562,909,79
Vorkath,732,57,NPC,4/25/2024 1:27,Sapphire bolt tips,9189,30,22
Vorkath,732,58,NPC,4/25/2024 1:31,Superior dragon bones,22124,1,10016
Vorkath,732,58,NPC,4/25/2024 1:31,Superior dragon bones,22124,1,10016
Vorkath,732,58,NPC,4/25/2024 1:31,Blue dragonhide,1751,1,1533
Vorkath,732,58,NPC,4/25/2024 1:31,Blue dragonhide,1751,1,1533
Vorkath,732,58,NPC,4/25/2024 1:31,Scaly blue dragonhide,27897,1,350
Vorkath,732,58,NPC,4/25/2024 1:31,Dragon bolts (unf),21930,93,614
Vorkath,732,58,NPC,4/25/2024 1:31,Red dragonhide,1750,24,2001
Vorkath,732,59,NPC,4/25/2024 1:34,Superior dragon bones,22124,1,10050
Vorkath,732,59,NPC,4/25/2024 1:34,Superior dragon bones,22124,1,10050
Vorkath,732,59,NPC,4/25/2024 1:34,Blue dragonhide,1751,1,1527
Vorkath,732,59,NPC,4/25/2024 1:34,Blue dragonhide,1751,1,1527
